Node	BetweennessCentrality
0	0.0
18427	1308078.122222171
1	38599.95367148279
21708	609527.0994737009
22208	611134.2446218393
22171	4452854.746374538
6829	1060.9916918568
16590	105554.10519264021
20135	133361.5447436469
8894	191891.24090323743
15785	49630.97212706982
10281	1479.647242010614
22265	488587.90258187
7136	6539.824009783739
22405	192266.27074196463
10379	3901356.745162108
13737	38622.148469642874
8533	35035.284469807244
14344	14590.556932296944
2812	16476.03774249261
5755	26090.983354617943
16260	81104.0806967565
15026	12858.348047095235
17370	139294.91971301413
17460	7892.033738915543
8049	237874.5281696132
5307	29614.117568033987
4987	107329.42421885161
18304	98094.17111463193
12305	280805.7791346521
19743	10047497.02554249
20024	338648.08124061977
21729	10051223.379021127
10554	40610.263722863296
11557	242190.69536913672
5228	157511.76331522613
9934	12326.555962017981
2	737.9066467509966
9048	9684.20734842013
6353	169317.32091588527
2629	434.4507074504839
11537	55437.34437005685
13205	6931.577624678281
22304	103869.98102185444
17728	22088.045522439552
19337	35463.0436967369
126	57925.39561077424
17554	44521.06136772461
8495	33828.87174713695
5857	556.9003127883478
3	13135.482363608491
16742	193600.412319609
293	143099.10038368357
5826	90711.04618640836
3479	32186.061798497263
19753	32791.094174413454
17346	52121.78965551991
10945	501608.22045398026
22338	678102.3010688055
11319	2846.9532232266392
9654	535.2657579161062
4	31660.83473787081
13645	206353.17811368962
20876	1198.9955527092584
11446	337.75314020098165
16203	17892.70436056241
2830	890.8922550623482
2004	45362.60823637998
20624	4966.117613463454
21280	7407.142765561636
1182	30802.520164572983
21538	306.1076276124681
1443	47390.70781778655
11423	9234.502975448146
187	388333.11148974067
5730	34.46897496340233
2983	2802.9210631152328
1489	227383.24546787035
6823	55187.81093737561
17695	297760.3375692435
11102	739609.1587667015
6390	585825.9071048144
17242	502.154799630786
10018	687.5013361369697
5147	4378.462176075472
6427	36348.70187465323
14628	31067.139393032045
1882	2376.8613872861065
22401	497.263231835556
16128	35447.14122384839
12872	175921.5973542376
9263	12275.041142458247
14155	2099.614799260389
21631	9405.49067804329
6329	19.628249871828206
17507	5644.334466768444
2282	9334.8477512043
9706	31472.308682853738
4738	53039.42521903855
3676	41237.34146592555
16972	514972.59029884264
5356	1049.5718014957451
8514	3640.5433295312578
14332	17.787695678824957
7212	6184.827355495861
8843	57547.015850837444
1879	7462.411748645924
1377	34939.70938782992
1997	73.07461257450086
7813	696.234011110675
3891	29598.960995080717
2732	315491.40864546463
4109	802.4111469520095
5	15942.335490890651
8288	5725.239929162061
9206	156.40581263458574
1840	19534.894961517297
17845	2085.2819272815345
17411	4076.5718472698213
21768	157.98546907875883
15735	32366.075383046646
18468	4634.117310724777
21755	1320.3401597759078
16406	163247.7116372299
14111	2720.7080987641243
20510	475267.6046085183
945	581486.0110588197
20271	20866.85363978601
14862	1762387.8929878853
3726	438065.8733716666
6946	25352.59400966788
12902	35175.57015444589
4808	9050.616657270317
14241	2411.3126869648986
7106	13.495021641964087
18497	2934.253359640494
6	5793.168334101949
18893	2069.343535690836
1193	66608.67991201997
4000	43586.029436818135
12625	1420.0887595225086
290	473790.984627319
22261	300448.5629619705
13966	57881.74181046388
3300	52909.2934342008
22403	75232.5989660207
18782	3294.5755640113316
5066	2364.4846656120344
17038	1250.4738745327052
3816	2150.6999077204296
16052	684162.444694034
12645	47155.01897805444
15644	242201.8705290661
7	69.84135788719244
3305	137019.78816838068
12361	168707.5237398784
18601	184472.5926047364
8	2843.4545839338884
13872	49928.32882565847
14205	584463.0727998299
3975	14125.041937076103
9	0.0
2773	39218.09511086137
14497	2571965.059306718
10	0.0
14	22312.173159009726
11332	3662582.852640705
13511	300.90508128853304
11	58.6935865132906
20092	130517.18801218721
8106	246873.44432069114
12130	51789.09235568976
19489	89674.71318953339
12	68027.44967267179
4683	0.0
21430	302083.4241051793
18391	22468.0
18059	23624.02358384855
6008	10173.25003628261
19356	0.0
13	1523.234739262718
22435	30276.04786195737
1744	493.7641413165666
395	99093.34461723475
16399	93968.50246391902
9001	10041.010078807918
2280	629072.951315612
6113	154490.89138149683
7235	175.38051095958173
213	3893.9736168249256
7431	1953.1478159846213
501	686.351340514257
11971	4816.536768691211
16282	10229.717826233013
11209	141557.4903749077
1494	696448.4072090021
12762	52070.55155841934
4253	980.9923151538522
2904	2664.9906015460815
18062	51621.41610298409
6037	0.14194577352472088
3848	37.7311019693249
11034	3168.6395209548655
5458	1289872.8590794918
15323	12446.359571721527
18512	433902.8863412972
5822	373.9570592514364
1041	141018.3383191058
14392	91.12404212774915
19837	35420.682538398796
20071	1740.164466577925
10622	8215.259786927147
9946	39052.80307370624
4328	31891.735353048873
8002	38663.9722069938
4502	152316.00703062606
21323	115136.07965300338
1187	162.86031264903013
8004	1598.101628745082
3695	52677.82871143785
17866	244316.18578663617
10418	25664.564023384733
14666	2276.883929656378
21157	14621.449990630994
10182	32062.410311400814
2075	2876.968780758524
14164	33185.718631109485
10109	229.13055239335827
2684	16654.946211457154
17325	583.6583797097534
10426	2203073.8962805145
18216	1585970.9280227937
16534	2982.0442680885703
9745	4447.9572465491865
1943	245.84724820274639
10641	6119.0970115496275
20655	21.305708563537266
3128	187.58600881237112
9105	1659.7292304818338
5994	1708.5012256079847
7301	1.262533407271625
2327	1494.0928856357286
11315	593667.4914335391
