Node	BetweennessCentrality
30	5845.222946820537
1412	38728.247400596425
3352	244722.64059743294
5254	213093.41749010174
5543	116727.64253383834
7478	71788.09805364971
3	3732.353896873195
28	186452.83629887825
39	31054.95602802018
54	9736.17968389718
108	498.447483535369
152	34544.093711178975
178	30968.484830657435
182	26554.79777670926
214	189300.9217481533
271	97531.66450755167
286	405.58298259351136
300	1221.5863994070842
348	6710.0232655819445
349	221.77948706682173
371	39804.414107321594
567	29340.194271065975
581	132.7302540158042
584	334.43929315928364
586	443.7944108495161
590	1441.5615812710346
604	7322.561360210458
611	7444.667118752948
8283	653.0820589585497
25	5184.15073935348
6	185284.8346706989
8	77336.66185632547
19	2223.787685823853
23	6845.232692545696
29	83910.17739750737
33	27522.022298139214
35	35351.45807948933
50	2421.1076802100415
55	79950.20664507285
75	46105.86731132222
80	27183.71363905817
86	140868.22464113805
94	22100.91261856317
127	71903.62218644982
154	10189.166161584622
192	14672.651793326728
224	736.0611827139187
226	6253.789240858973
246	3561.2465226855766
252	743.1067655657289
255	10115.754870402488
257	8428.02275706686
261	967.8373429001417
273	310.88309964015156
280	27312.82833539533
282	70095.3608652506
299	95946.27679125419
302	5338.68533416371
306	123699.94344856187
308	32634.974248489078
310	98275.65340344238
322	13850.867242766366
325	13148.77103357094
339	22144.485714512364
356	12815.21760412897
358	587.9873361730416
363	1272.9231883645728
370	10277.397640602272
373	312.20924446642323
377	9925.457670242726
379	333.01533732393415
407	177979.79218804132
415	20343.188888126544
422	301.02126898507646
428	553.5904647828432
439	7102.388710765265
488	371.0042675281206
514	11047.396977629493
545	23750.763017989062
549	35347.29253667842
560	22532.329475557726
592	1863.7768711250724
600	178076.15677783938
645	1204.67731479694
650	19421.47287185335
659	7304.388211238322
664	3440.202340463233
667	9659.600073133966
673	20103.780960408923
675	891.0129527213212
696	2867.4306994284207
706	15566.8465024943
723	124.47789939133287
739	40812.895014170856
756	39981.683958783455
857	33998.90331096559
864	316.02892027782724
893	15109.193953174718
959	11186.824822748375
994	11745.047893104449
1131	8370.087244626011
3755	75379.31156122054
8282	76.4495405799361
8284	7136.898084981738
4	470.11725288786323
10	12015.325780129382
38	588.0115248090395
56	97320.93002260505
130	1516.8883316846607
140	11205.436184460696
147	17425.64291003926
151	35405.20952065581
232	22998.397469429234
243	36942.67782854171
341	7458.076012955241
606	161.70352276044662
5	276.62269400119396
61	443.7352226848848
89	11016.69811172295
93	8222.710196610158
153	14512.72582839954
163	36711.893841637015
167	653.6277304260128
168	5768.681505969159
175	14359.978796868856
34	22049.834993634344
132	11940.849924068572
135	10945.9362640533
171	12541.442928487337
183	655.9598406459644
216	1397.285603723531
219	7251.475292238827
227	1822.7020107696626
228	3552.134810389703
236	2958.318128892775
250	179.93384198665967
258	549.7731255492326
259	56214.50902963647
274	5863.649004043357
285	21846.251340581784
290	53814.20070339966
298	4833.313297615033
301	140.7246123057636
304	18333.24281121961
317	29091.589850091237
319	98754.23170418767
359	15.364841497574098
362	91.76698717224623
378	554.9987215723829
390	117.78706592854512
391	1690.1221558996435
392	3.966906779483634
394	7169.2841181476915
396	386.6599238636573
402	43813.13724465528
405	3824.2839315925503
406	13501.454925955622
421	70.79571075091503
427	2882.5592231397027
431	1989.5783470889282
432	79629.3661727622
433	188.22346023775822
435	971.2873318358628
440	722.8823317886939
447	4161.074912388255
538	25.253827363703056
564	584.2720626261715
566	87.03290119450841
579	9656.80273648853
589	452.7262605186632
609	340.22394096954554
613	7452.685714440557
616	196.86394992273407
617	30.36949854401276
619	36.626501269392186
643	15334.501047619055
656	29187.137992767475
665	175358.77883994955
668	334.9978810183536
691	1609.2228946078465
694	7076.786260705366
700	285.54987122439724
704	11157.630879899421
717	167.99514656831747
730	5796.819464918949
733	9620.364476332352
741	4000.673674622205
761	25952.10500066505
765	25895.75040544703
779	60.74088087434532
789	230656.65308945155
791	9657.928961867243
798	5161.046797483285
802	11121.763059678457
813	91231.97154601332
820	1635.6675971786792
826	77472.54725943333
863	28934.55366941978
871	11527.266011451527
881	7675.836610183053
885	418.2590651366606
895	1083.6014775311644
897	1324.320302689432
904	26133.17854489779
906	642.6574891410479
907	2656.224845751924
913	7801.660998057127
922	85206.11972997696
932	6496.804873055319
936	194.38928237466016
955	684.5304733748441
960	13422.094009470891
963	9755.192087845626
966	8506.559034994394
971	12069.342380552871
972	4444.768303756725
978	41237.84769760935
979	8436.73304191665
983	21.614659386709995
991	8236.321792216351
993	119793.54354168398
995	136.20242532005548
1007	429.096649944519
1014	3931.811228556689
1022	1295.4444638442421
1026	120986.37901971667
1032	11106.596166415862
1035	11426.68308493763
1043	4886.977665692269
1055	81201.91451701641
1062	56852.61782623466
1125	9898.906542343264
1144	1042.4977488600682
1152	589.2932162769214
1156	14871.277952939814
1160	791.1992634602503
1167	67196.97297431176
1168	669.1133110456863
1218	1914.5086162456007
1220	7082.575420928592
1221	4349.393239993493
1222	2999.7940057657743
1234	9806.54881746892
1241	13408.520477285068
1248	5048.371034043706
1253	7715.216600694508
1261	8598.612723449021
1297	161414.02365744812
1321	443.57674809068004
1326	7303.486880337934
1377	9744.07103542938
1389	13152.58981882238
1390	24023.76117965418
1394	11418.872425037112
1396	347.5872169018478
1428	78906.82581637497
1439	7728.089735965043
1441	24128.248091860907
1442	10598.279188578052
1446	7523.7851879805285
1453	32215.595027191994
1464	52313.38454954128
1465	622.875228160332
1468	2378.0336554993405
1471	36749.949440563156
1472	2.8738950194910546
1476	1121.4061148751287
1478	120.86557187018592
1484	12087.333404042165
1485	675.695029256485
1487	19122.92985240859
1489	24599.71192498469
1490	1059.4266051643601
1497	16868.06850968813
1501	9488.021074776621
1506	15909.225901280146
1507	651.1566014157488
1513	8351.532575094545
1514	7950.428090609891
1518	306.9970273902557
1524	7595.729050880743
1525	19077.053504042193
1531	8911.107474858381
1532	22.724456296951303
1533	199.05342195460682
1538	24051.505474201647
1549	661200.7617852684
1555	6708.9739701105345
1556	865.8242377324246
1557	30.61747111581268
1563	17317.130377815098
1569	8880.408720997411
1573	3098.594009016752
1587	7202.608532989051
1597	553.8113463255675
1610	683.2629889990534
1619	50.323721314602714
1641	12017.723128833419
1648	12604.531286390977
1652	12399.735559911012
1654	1888.3491589625924
1657	163.5879926612364
1662	1765.6942169500692
1669	614.8529791909531
1679	22824.204176905572
1689	42.724317783449365
1692	1430.2331127034897
1701	74771.73477218543
1716	7233.13936851285
1718	11910.596858464354
1752	1352.6526174433684
1758	15390.433517946465
1768	265.8576969340615
1774	12182.674536725095
1783	21629.618392918
1787	1105.8702868939051
1788	270.8792108816928
1798	8318.13891285384
1861	260.3733866634179
1864	4467.756402442167
1982	75539.48430732018
2409	1014.9289695746238
2651	165906.06759592018
2843	288.07545058409
2909	21591.457515017402
3892	28406.011958871102
4037	722673.5537491996
4134	11525.692867101654
4792	37476.93770993554
4942	117.20113293121439
5323	3418.000319996355
5697	119061.96340413301
6227	19410.195832575482
6330	26855.250033181095
6624	35666.382626535196
6765	10881.826379851802
6790	20160.746579442595
6965	45.51720154552402
7161	111.95101595724037
7632	83393.40229062177
8290	17863.25192448391
7	1619.7193604119748
32	8694.420854709633
105	19580.779115505655
524	29052.39450832237
1190	12948.56765309316
1193	67792.73640515615
1425	11935.505275147769
1919	69921.78995386942
8287	38274.33290061323
36	140926.09064793776
49	14111.828856497852
144	18992.06967823902
150	10271.100635458324
389	168.6752386562507
506	14772.87048585897
587	12182.083208450837
607	186.93804062800672
622	1498.7158290597326
624	424.83810693385897
627	82.41819156631043
628	379.71956009942124
631	66.45658641199147
636	2450.4427268860386
637	10749.727634380897
